Gene	GSM3288223_Sample_01-H_dLCC	GSM3288226_Sample_02-H_dRoDeAA	GSM3288228_Sample_03-H_dZC	GSM3288231_Sample_04-H_dTG	GSM3288234_Sample_05-H_dPF	GSM3288237_Sample_06-H_dGiAg	GSM3288240_Sample_07-H_dLePe	GSM3288243_Sample_08-H_dNB	GSM3288245_Sample_09-H_tripletC	GSM3288248_Sample_10-H_tripletH	GSM3288251_Sample_11-H_tripletQ	GSM3288254_Sample_12-H_tripletW	GSM3288257_Sample_13-H_tripletS	GSM3288260_Sample_14-H_tripletA	GSM3288263_Sample_15-H_tripletG	GSM3288266_Sample_16-H_tripletJ	GSM3288273_Sample_18-H_tripletT
GPR6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR61	1	1	0	0	0	0	0	3	0	2	0	2	3	3	1	2	0
GPR62	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
GPR63	5	25	19	11	10	3	3	4	7	11	19	13	13	15	24	37	54
GPR65	528	327	259	453	37	72	59	29	6	11	5	17	23	20	13	10	28
GPR68	456	147	103	237	620	181	208	178	2	7	16	11	9	26	12	13	25
GPR75	0	6	3	2	0	0	1	0	0	3	7	14	4	5	8	5	15
GPR75-ASB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPR78	2	4	1	1	1	0	2	2	3	2	6	2	4	4	3	3	6
GPR82	27	14	11	19	19	23	9	12	30	27	36	47	43	43	23	50	57
GPR83	4	1	3	1	3	2	1	0	8	8	2	8	6	11	4	12	10
GPR84	89	80	55	95	77	29	40	32	0	2	3	13	9	23	2	0	5
GPR85	207	73	1	148	79	57	89	1	1	2	0	1	4	1	0	0	9
GPR87	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
GPR88	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
GPR89A	86	72	43	25	40	51	32	55	65	104	138	112	178	184	86	201	121
GPR89B	73	47	45	19	24	48	16	44	74	137	141	97	135	120	78	134	103
GPRASP1	3	2	1	1	9	1	0	1	0	2	0	0	4	5	4	3	3
GPRASP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPRC5A	1	0	0	2	0	1	0	0	0	1	0	0	0	0	0	0	0
GPRC5B	18	2	1	1	21	0	7	1	0	0	0	0	0	0	1	0	0
GPRC5C	3181	247	166	776	144	257	123	86	1	0	5	1	11	4	1	2	9
GPRC5D	0	5	3	1	0	0	0	0	2	6	5	14	1	2	2	1	13
GPRC6A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPRIN1	16	21	54	14	15	6	8	34	15	28	26	19	15	28	14	49	63
GPRIN2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPRIN3	2	0	2	2	0	0	1	0	0	0	0	2	1	2	5	0	0
GPS1	3259	2016	2462	1580	3101	2349	1807	2764	2508	2385	2660	2164	3416	4168	1719	3503	3940
GPS2	2551	1190	1297	1125	2080	1391	988	1131	839	1686	1661	2076	1950	2739	1780	1926	2450
GPSM1	216	55	44	77	277	70	224	45	5	16	21	6	30	15	5	32	50
GPSM2	21	257	187	46	23	20	8	9	34	322	242	1539	116	289	572	442	833
GPSM3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
GPT	701	840	547	576	254	906	394	1380	1016	310	952	296	1179	1073	182	1000	1269
GPT2	482	968	195	232	623	294	372	266	141	333	292	270	330	282	74	361	388
GPX1	16992	6637	4918	7194	22895	8209	11447	12145	1817	1152	1972	3597	3772	3890	1669	2526	2361
GPX2	1	0	4	2	1	0	0	0	0	0	0	1	0	2	0	2	2
GPX3	144	127	20	77	135	28	72	66	18	35	3	29	31	34	60	13	39
GPX4	18668	5553	4933	7426	17726	8217	10439	11459	2035	2013	3183	3064	4072	5452	3834	4214	4872
GPX5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPX6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GPX7	10	81	14	5	26	6	6	6	0	5	5	8	3	5	0	3	0
GPX8	1	2	1	1	2	3	0	2	6	5	6	4	5	13	5	11	4
GRAMD1A	1364	623	544	915	1488	458	561	331	19	44	51	58	83	92	30	65	161
GRAMD1B	43	55	30	33	194	19	38	58	3	3	5	12	9	6	15	3	8
GRAMD1C	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GRAMD2	1	1	0	0	0	2	0	1	1	0	0	0	0	0	0	0	0
GRAMD3	40	50	42	25	19	9	5	4	4	1	3	3	3	2	3	0	10
GRAMD4	955	951	1762	1352	724	972	285	329	37	64	146	170	226	177	128	184	551
GRAP	47	39	4	20	76	15	42	21	0	0	5	2	4	8	2	2	3
GRAP2	4039	1973	1483	1892	161	866	310	499	1160	2062	1705	3819	1669	1693	2916	2045	2856
GRAPL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRASP	183	22	29	71	399	40	102	100	2	1	3	4	6	3	2	3	4
GRB10	2610	2681	1599	1326	1480	1263	884	1074	1682	3231	2738	5681	3106	3231	2826	4590	4256
GRB14	0	0	1	6	0	2	0	0	0	0	1	0	0	0	0	0	1
GRB2	3330	2530	2808	2430	3093	1289	890	989	421	1475	1580	2169	1629	1903	1328	2308	3172
GRB7	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1
GREB1	11	11	15	15	15	4	4	15	28	13	18	6	18	27	9	18	8
GREB1L	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	1
GREM1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GREM2	2	1	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0
GRHL1	5	33	75	26	1	9	3	3	18	98	65	283	31	106	168	188	207
GRHL2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRHL3	0	0	0	0	1	0	0	0	0	0	0	1	2	2	0	0	0
GRHPR	2351	1948	1792	933	1180	906	510	914	414	1023	1644	1092	1469	1603	709	1837	2460
GRIA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIA2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GRIA3	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0
GRIA4	0	0	1	1	0	0	0	0	0	1	1	0	0	1	1	1	0
GRID1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
GRID1-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRID2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRID2IP	0	0	1	0	1	1	0	1	0	0	2	0	0	2	1	0	0
GRIFIN	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
GRIK1	6	3	0	2	2	1	0	0	0	1	3	1	0	0	2	2	0
GRIK1-AS1	2	1	0	4	0	1	1	0	0	0	0	0	0	0	0	1	1
GRIK1-AS2	41	3	4	4	15	11	9	8	18	2	1	0	4	1	4	1	2
GRIK2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GRIK3	4	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
GRIK4	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIK5	137	89	26	22	649	106	689	188	12	6	5	12	11	14	4	6	13
GRIN1	1	2	2	3	0	2	0	2	4	1	2	1	3	5	1	3	8
GRIN2A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIN2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRIN2C	20	10	5	7	16	9	8	3	2	18	13	17	15	11	12	11	21
GRIN2D	135	17	31	47	131	38	56	31	0	1	0	2	3	10	1	3	4
GRIN3A	13	6	6	2	2	8	2	2	13	3	9	19	4	12	10	19	4
GRIN3B	5	3	7	13	71	5	15	13	1	2	1	5	0	3	3	3	2
GRINA	9825	1947	2277	5272	21734	4075	7578	6800	1460	3272	2644	7248	2989	4971	4957	3853	4185
GRIP1	10	7	5	8	9	3	3	6	1	2	4	3	6	0	5	3	9
GRIP2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GRIPAP1	1595	907	841	836	1963	1127	772	602	784	1329	1306	1523	1322	2193	1247	1764	1627
GRK1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
GRK4	39	39	20	26	13	22	25	13	20	18	16	24	24	70	8	15	45
GRK5	120	83	32	39	21	6	9	8	5	7	20	25	18	27	12	6	51
GRK6	2539	2050	2314	1725	3181	1787	1206	1406	1196	3099	2940	5144	2377	4472	3541	4214	5467
GRK7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0
GRM1	2	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1
GRM2	0	0	2	0	0	1	0	0	0	1	0	1	2	2	0	4	2
GRM3	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
GRM4	0	2	0	3	1	0	0	2	0	2	1	1	0	4	1	2	0
GRM5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRM5-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRM6	9	9	9	6	13	14	3	7	14	3	13	23	13	27	12	20	17
GRM7	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
GRM7-AS1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRM7-AS2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
GRM7-AS3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRM8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRN	34011	5362	6046	16767	50585	10187	15035	12837	1011	2706	2136	3657	3979	6114	2474	2657	4610
GRP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRPEL1	431	855	974	322	377	304	149	262	326	534	652	545	743	918	500	825	1214
GRPEL2	137	534	372	142	90	170	47	80	242	628	790	667	577	763	432	1142	1128
GRPR	2	0	0	0	5	0	0	0	0	0	1	0	0	1	0	0	1
GRSF1	998	1906	1724	855	533	660	228	361	449	1007	1333	2911	1412	1658	1608	2702	2913
GRTP1	29	40	54	17	25	25	12	12	16	26	45	38	34	46	36	49	64
GRTP1-AS1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0
GRWD1	707	902	1399	458	542	666	348	655	801	721	996	441	1377	1312	410	1159	1583
GRXCR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GRXCR2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0
GS1-124K5.11	201	183	158	122	139	100	50	57	105	228	240	430	230	311	254	331	378
GS1-24F4.2	0	2	1	0	2	2	1	0	0	1	0	1	0	0	0	1	0
GS1-259H13.2	34	25	7	14	5	12	6	5	10	7	5	8	7	5	7	14	11
GS1-279B7.1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0
GS1-594A7.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GS1-600G8.3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSAP	51	151	36	63	107	22	18	10	1	12	20	13	20	16	24	38	51
GSC	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
GSC2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSDMA	9	11	5	12	12	3	2	11	13	7	10	17	10	26	6	13	19
GSDMB	536	144	65	174	272	145	253	131	118	212	223	397	293	368	389	284	295
GSDMC	3	8	8	8	8	3	5	3	2	12	12	18	9	21	20	12	19
GSDMD	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSE1	603	1355	1257	749	219	429	155	218	442	1201	1308	2955	1122	1270	1607	2034	3056
GSG1	15	3	12	5	23	13	19	9	14	19	32	27	13	20	12	34	22
GSG1L	2	3	0	1	0	2	2	0	0	0	0	0	0	0	1	1	0
GSG2	31	173	233	42	30	37	12	28	55	180	204	421	125	226	158	261	459
GSK3A	1388	1374	1986	1256	1537	1227	600	1057	767	2289	2012	4191	1804	2957	3037	2639	4171
GSK3B	331	477	497	233	216	184	81	175	115	379	486	959	347	512	488	645	841
GSKIP	66	293	286	105	86	62	16	32	213	463	483	1069	551	546	789	785	572
GSN	3508	1867	897	1836	6142	1053	2014	1775	222	293	242	476	669	988	276	498	639
GSN-AS1	18	3	5	5	7	4	9	4	1	6	6	3	9	9	5	9	13
GSPT1	1110	3565	3112	1143	466	862	220	427	701	2413	2686	9632	2666	2645	5156	5019	6397
GSPT2	90	159	126	95	47	80	29	27	16	35	52	40	30	60	14	83	99
GSR	1235	1755	1896	1034	700	648	341	473	402	1305	2110	1891	1729	1990	1697	2747	3534
GSS	2374	2304	1941	1245	1358	1549	792	1094	1064	1267	2022	891	1913	1915	658	2336	2145
GSTA1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTA4	43	72	80	26	9	15	4	5	6	31	22	17	8	9	13	41	36
GSTA5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTA7P	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
GSTCD	12	84	99	30	14	10	5	7	21	62	89	151	53	70	70	80	156
GSTK1	2813	2540	1680	1541	2246	1417	989	1157	323	862	1219	920	983	1603	616	1727	2387
GSTM1	11	543	651	850	0	9	2	10	21	2	2	91	197	79	0	1	171
GSTM2	755	228	180	235	225	178	434	173	5	23	36	25	31	23	7	23	79
GSTM2P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTM3	4004	4618	5168	3440	790	3702	1064	10177	709	1231	1586	307	2620	570	246	1150	622
GSTM4	508	543	466	253	335	323	241	366	66	75	107	54	178	82	23	106	188
GSTM5	446	38	42	69	180	8	682	109	0	1	6	3	5	3	0	0	2
GSTO1	10279	12528	9593	6653	5829	8316	3987	9087	8877	6279	12027	6143	20135	14503	3639	17992	10324
GSTO2	41	212	67	21	15	52	7	10	20	30	38	32	24	34	30	61	62
GSTP1	4499	1956	1989	1341	18314	2318	5461	5855	1140	1150	1190	1411	1134	2266	602	606	1002
GSTT1	1869	1848	561	459	0	1082	557	469	298	1	1216	2	539	856	503	1742	1549
GSTT2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTT2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTTP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GSTTP2	6	7	2	7	4	5	4	8	11	9	8	7	14	14	8	13	9
GSTZ1	691	817	662	292	598	536	241	650	521	394	645	335	685	592	238	733	633
GSX1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
GSX2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTDC1	132	252	269	152	53	41	19	28	63	290	261	514	134	326	304	444	513
GTF2A1	121	378	527	169	58	103	28	62	135	711	600	1621	377	556	1016	910	1184
GTF2A1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTF2A2	340	1336	1324	553	215	357	75	113	248	1031	1417	1487	980	1281	1046	1958	2171
GTF2B	450	792	644	366	174	201	72	130	167	675	743	2112	717	801	1518	1343	1397
GTF2E1	77	238	224	110	43	44	9	21	80	196	289	288	221	209	170	347	400
GTF2E2	390	652	530	277	255	226	125	159	90	197	298	246	336	279	158	484	582
GTF2F1	3769	2939	2736	1993	2591	2605	1592	1818	2269	2464	3211	2625	3080	4880	1727	3907	4677
GTF2F2	380	1017	922	397	209	268	115	177	456	591	927	729	904	797	519	1338	1205
GTF2H1	408	743	650	399	257	275	82	186	207	447	599	654	593	490	488	756	883
GTF2H2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTF2H2B	0	0	3	0	1	0	0	0	0	1	0	1	0	1	0	0	1
GTF2H2C	2	2	0	0	0	2	0	2	0	2	1	2	3	4	2	7	1
GTF2H2C_2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0
GTF2H3	83	366	442	129	41	49	29	30	36	211	273	309	177	188	223	323	740
GTF2H4	0	24	0	4	3	0	0	0	0	10	0	0	0	0	10	0	0
GTF2H5	317	560	473	190	153	168	59	69	119	229	492	185	349	405	152	629	660
GTF2I	63	68	76	18	58	47	30	71	79	30	93	77	103	69	28	105	121
GTF2IP1	0	0	0	0	0	0	0	0	0	0	1	1	0	2	0	0	2
GTF2IP20	106	53	96	58	102	131	73	71	59	149	215	230	109	318	174	117	384
GTF2IP4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTF2IRD1	111	16	64	87	67	125	46	56	0	4	7	9	7	6	5	8	41
GTF2IRD1P1	0	2	1	1	0	1	0	0	1	0	1	1	0	1	0	1	3
GTF2IRD2	31	25	3	15	10	10	6	3	12	5	8	27	18	9	8	18	15
GTF2IRD2B	45	25	47	37	40	58	15	34	15	39	31	27	39	49	29	41	59
GTF3A	3489	4124	3297	1645	1706	2293	998	1578	1545	1967	3090	1465	3639	3327	1269	3874	3937
GTF3C1	1199	868	989	717	1275	1043	656	857	728	978	1040	925	1403	1572	706	1392	1766
GTF3C2	648	922	929	538	438	367	192	286	157	618	601	875	503	620	502	780	1394
GTF3C2-AS1	3	0	0	1	0	0	0	0	0	0	1	4	1	3	1	0	1
GTF3C3	170	625	606	226	134	169	66	85	165	499	564	1023	361	534	565	901	1258
GTF3C4	64	136	164	41	37	46	18	38	72	80	110	119	101	118	60	161	240
GTF3C5	2437	2889	2490	1411	2032	2288	1343	2644	3771	3649	4669	3472	5584	5422	2366	6568	5340
GTF3C6	939	1531	1300	554	585	672	258	477	822	1244	2256	871	2036	1851	630	2474	2156
GTPBP1	1100	1229	1449	744	688	909	412	659	1339	2241	2248	4824	2169	3465	3037	3165	4068
GTPBP10	170	343	370	133	98	130	47	61	124	287	337	269	274	319	254	481	530
GTPBP2	1399	1292	2170	1330	562	748	217	466	948	4072	2302	14841	2552	2550	10553	4504	6445
GTPBP3	317	290	328	270	328	256	143	158	270	305	353	278	368	456	197	482	576
GTPBP4	402	1253	1294	531	249	427	102	207	282	757	1101	739	1116	1173	501	1617	1864
GTPBP6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTPBP8	99	292	265	112	53	86	20	35	160	207	315	179	342	261	151	590	425
GTSCR1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GTSE1	120	651	703	205	169	224	58	145	525	1530	1314	2840	1067	1616	1567	2144	2542
GTSE1-AS1	8	15	14	7	11	14	6	5	10	15	11	26	15	18	21	28	33
GTSF1	44	99	115	44	42	58	16	18	4	59	42	170	38	155	34	55	118
GTSF1L	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUCA1A	0	1	0	1	2	0	0	1	0	0	0	1	0	0	0	0	0
GUCA1B	56	55	32	50	39	17	24	17	90	161	138	151	108	116	139	218	190
GUCA1C	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUCA2A	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
GUCA2B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUCD1	1772	3979	3329	1606	1014	1712	524	951	1810	6412	6678	11975	5874	7028	7833	8837	10912
GUCY1A2	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
GUCY1A3	2	73	9	9	4	5	6	6	0	1	3	2	1	4	0	2	4
GUCY1B2	0	1	1	1	0	0	0	0	1	0	0	1	1	0	0	1	2
GUCY1B3	1	161	13	4	2	15	3	9	2	5	9	11	4	6	1	5	17
GUCY2C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GUCY2D	30	0	2	10	53	2	27	18	0	0	0	0	0	0	0	0	0
GUCY2EP	0	0	0	0	0	0	2	1	0	0	0	3	0	1	0	4	0
GUCY2F	2	2	10	5	0	0	1	0	0	0	0	0	0	0	1	0	20
GUCY2GP	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
GUF1	389	1056	723	337	300	321	168	311	380	517	783	576	947	926	361	986	1364
GUK1	5965	2851	4193	3524	3499	3604	2134	4608	15889	15198	15613	25800	19952	23676	20632	25029	18748
GULP1	0	0	0	0	0	0	0	0	0	6	2	31	1	2	11	5	2
GUSB	3216	2790	1602	1631	2941	1730	1187	1646	1927	3286	3858	3367	3387	4634	1718	4671	4167
GUSBP1	42	57	51	27	25	25	12	25	20	46	39	17	59	48	18	63	91
GUSBP10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
GUSBP11	733	288	209	270	1146	477	453	275	156	571	382	716	468	433	548	624	395
GUSBP2	2	3	1	0	1	1	1	0	0	0	3	1	0	1	2	4	4
GUSBP3	9	7	8	5	21	4	4	8	28	25	21	17	35	29	9	29	28
GUSBP4	107	63	78	75	63	50	36	24	9	72	76	105	52	69	69	108	84
GUSBP5	5	35	25	10	1	6	0	5	4	20	19	28	20	25	11	40	100
GUSBP9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GVINP1	2	11	2	1	4	0	7	3	16	6	7	15	17	17	5	16	7
GXYLT1	144	438	315	209	69	99	32	65	148	338	514	713	467	573	289	772	739
GXYLT1P3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GXYLT2	2	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0
GYG1	653	1118	855	494	499	305	138	161	39	76	110	78	178	156	80	248	438
GYG2	6	5	0	0	1	3	3	0	0	0	2	1	1	0	0	2	0
GYG2P1	1	7	1	4	2	12	0	4	2	1	0	1	8	15	9	54	9
GYLTL1B	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GYPA	429	2365	3770	837	43	425	46	282	2119	17691	13972	36145	7554	11915	22673	21156	25144
GYPB	409	924	1173	383	42	388	36	570	1051	3655	3279	7804	2133	3003	4023	7854	4509
GYPC	12140	13420	12419	7948	4369	10334	3416	12023	28416	49094	48150	56411	51828	62321	46396	65643	52312
GYPE	269	771	1131	259	15	185	22	171	416	2162	1338	3836	1377	1330	2597	2497	2604
GYS1	666	647	649	386	783	409	364	392	190	442	395	458	410	596	263	564	832
GYS2	0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	1
GZF1	192	275	277	138	112	100	34	83	127	373	328	951	302	442	490	588	593
GZMA	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
GZMB	13	26	22	10	1	12	32	2	0	0	0	0	0	0	0	0	0
GZMH	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GZMK	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GZMM	19	6	5	8	7	13	7	10	43	61	29	78	72	67	127	59	51
H19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1F0	1001	2780	7592	2183	965	1988	269	1080	13518	36471	24597	102217	12308	24191	61065	36037	38790
H1FNT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1FOO	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
H1FX	5344	4877	10677	5253	9340	9338	3874	7885	13822	24701	17883	39443	20360	37847	20893	28550	27789
H1FX-AS1	56	27	37	35	66	34	35	38	36	18	26	26	39	48	17	36	37
H2AFB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2AFB2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2AFB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2AFJ	3002	1499	1440	1115	4699	2480	1833	3331	5449	3930	3787	3789	4420	6760	2882	5966	2968
H2AFV	1876	4685	3632	1572	1391	1503	498	1022	1543	5857	6185	8404	5197	6509	5266	10045	9316
H2AFX	2626	4285	6824	3015	3430	3857	1371	3119	3012	6881	6156	10063	5581	7975	6375	9899	10588
H2AFY	2352	5633	4616	2425	3408	1461	761	1166	656	3480	3637	4684	2667	3780	2760	6234	7388
H2AFY2	8	118	26	12	80	39	8	2	1	9	9	21	5	27	7	22	26
H2AFZ	2413	10705	8889	3015	2537	2486	766	1350	4167	14169	14710	13639	11384	12256	7331	21688	20634
H2BFM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2BFWT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H2BFXP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3F3A	0	2	0	0	0	0	0	0	0	1	0	7	0	0	1	0	3
H3F3AP4	27	186	41	74	32	24	4	3	21	182	168	438	62	179	37	306	87
H3F3B	5982	6843	6238	3667	3293	2826	1324	1952	5555	8096	8456	13879	9277	11349	9744	18388	12509
H3F3C	0	0	0	0	1	0	0	1	2	3	2	2	2	0	4	5	2
H6PD	1023	508	406	544	1041	532	388	329	60	97	116	77	109	187	68	164	171
HAAO	303	67	19	72	817	68	173	133	2	3	1	10	9	13	6	0	1
HABP2	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
HABP4	334	162	177	189	119	99	144	130	37	68	98	26	35	60	29	79	101
HACD1	271	409	484	297	62	144	34	62	23	113	98	194	106	128	271	261	269
HACD2	1	6	8	2	2	0	1	3	6	8	6	9	2	8	4	1	12
HACD3	338	1532	1246	422	138	257	75	151	204	766	1201	1486	666	1097	849	1791	2812
HACD4	74	262	208	89	109	45	16	23	8	36	53	51	33	47	25	77	88
HACE1	11	53	61	21	18	9	4	9	8	84	80	138	30	47	57	112	174
HACL1	431	732	472	266	155	228	91	123	131	411	513	649	484	426	357	725	781
HADH	386	1886	1022	362	519	338	193	258	202	758	960	816	651	1063	408	1393	1882
HADHA	9350	9243	7563	4657	7692	6141	3564	5344	4058	7413	8570	9856	8461	10467	6383	10999	13117
HADHB	1332	2263	2137	1205	952	776	347	507	316	1242	1366	2391	1157	1511	1732	2270	3373
HAGH	1602	2613	2070	1318	820	1470	384	1111	2025	9501	7782	14275	5613	9959	10600	11744	10533
HAGHL	1993	492	783	950	2777	1547	1962	2000	464	145	394	74	598	676	71	338	458
HAGLR	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
HAGLROS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAL	32	27	18	13	92	19	19	14	0	7	5	12	6	11	7	4	11
HAMP	85	5	0	18	310	6	47	48	11	21	3	5	21	34	5	4	0
HAND1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAND2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAND2-AS1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAO1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAO2	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
HAO2-IT1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAP1	3	0	1	0	1	2	10	5	0	0	0	0	0	0	0	0	0
HAPLN1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
HAPLN2	6	0	0	5	7	6	4	4	2	0	0	0	2	0	0	2	1
HAPLN3	98	19	13	28	87	30	74	48	0	0	0	1	1	0	1	2	2
HAPLN4	26	2	3	19	22	2	77	24	0	0	0	0	1	0	1	0	1
HAR1A	0	0	0	1	2	1	3	1	0	0	1	2	0	0	0	0	0
HAR1B	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1
HARBI1	83	75	60	56	33	38	16	15	22	92	70	212	91	61	186	100	113
HARS	1431	2258	1881	1059	858	1204	515	790	954	2586	2843	2153	2609	3331	1532	3663	4400
HARS2	649	565	362	367	302	251	120	183	104	391	431	358	410	375	357	539	613
